PERIOD,SITE_REFERENCE,UPRN,LA_REFERENCE,EASTING,NORTHING,SAO_DESCRIPTION,PAO_DESCRIPTION,STREET_DESCRIPTION,LOCALITY_DESCRIPTION,TOWN_DESCRIPTION,POSTCODE,AUTHORITY,COUNTY,REGION,AREA,LANDTYPE,PREVIOUS_LAND_USE,CURRENT_LAND_USE,PLANNING_STATUS,PROPOSED_USE,HOUSING_SUITABILITY,MOST_SUITABLE_USE,EST_HOUSING_CAPACITY,HOUSING_DENSITY,OWNERSHIP,GENERAL_SITE_INFORMATION
2007,551000185,,6224,510023,179580,,KARGO HOUSE,SILVERDALE ROAD,,HAYES,UB3 3BN,Hillingdon,G. London,London,0.882,B - Vacant buildings,Manufacturing,Vacant Buildings,None,None,No,Employment,0,0,Private,Site in Strategic Employment Location -  Preferred Industrial Location
2007,551000187,,3953,511066,185618,,FORMER EXPRESS DAIRIES ARLA FOODS,430 VICTORIA ROAD,,SOUTH RUISLIP,HA4 0HF,Hillingdon,G. London,London,3.700,B - Vacant buildings,Wholesale distribution,Vacant Buildings,With Draft Allocation,Mixed with Housing,Yes,Mixed,160,80,Private,Has draft site allocation Policy SA3 in emerging Site Allocations  Development Plan Document of LDF.
2007,551000188,,46378,511309,180191,,HOUSTIN BUSINESS CENTRE,BEACONSFIELD ROAD,,HAYES,UB4 0LE,Hillingdon,G. London,London,1.330,B - Vacant buildings,Offices,Vacant Buildings,None,None,No,Employment,0,0,Private,Site within Strategic Employment Location - Preferred Industrial Location.
2007,557000357,,A016,532250,183250,CITY ROAD BASIN,WHARF ROAD,CITY ROAD AND GRAHAM STREET,,ISLINGTON,N1,Islington,G. London,London,4.880,B - Vacant buildings,Vacant buildings,Vacant Buildings,Allocated in Local Plan,Mixed with Housing,Don't know,Mixed,195,40,Don't know,Area of Opportunity A016. Nature conservation area NC4 (Regents Canal East). Some parts granted planning permission (P060679 for 2 flats granted 12.06.06/ devt started for P022771 to provide 83 units as part of mixed devt scheme) PO502729 dec 06
2007,557000359,,A032 P043226,530750,186250,,HORNSEY ROAD BATHS AND COUNCIL DEPOT AND ADJOINING LAND,HORNSEY ROAD,,ISLINGTON,N7,Islington,G. London,London,1.130,B - Vacant buildings,COMMUNITY SERVICES,Vacant Buildings,Detailed Planning Permission,Mixed with Housing,Yes,Mixed,206,182,Don't know,Listed building.  Application to provide 206 housing units with offices A3 and community uses approved 10 May 2006. 160 of these have now been built.
2007,557000361,,A045,531611,183911,,ALMEAIDA POST OFFICE SITE,ALMEIDA STREET,,ISLINGTON,N1,Islington,G. London,London,1.710,B - Vacant buildings,Storage,Vacant Buildings,Allocated in Local Plan,Mixed with Housing,Don't know,Mixed,68,40,Don't know,Area of Opportunity A045. Application P050797 for mixed use development with 204 residential units refused 16.06.05. Application now under appeal.
2007,557000372,,AO42 P022450,530750,183250,,WINTON SCHOOL,SOUTHERN STREET,KINGS CROSS,ISLINGTON,N1,Islington,G. London,London,0.680,B - Vacant buildings,Education,Vacant Buildings,Detailed Planning Permission,Mixed with Housing,Yes,Mixed,23,34,Don't know,Application P022450 to provide 23 residential units approved 30.06.05. Construction not started 07
2007,557000373,,AO40,529750,186250,,WEDMORE MEWS,WEDMORE STREET,UPPER HOLLOWAY,ISLINGTON,N19,Islington,G. London,London,0.300,B - Vacant buildings,Vacant buildings,Vacant Buildings,Allocated in Local Plan,Mixed with Housing,Don't know,Mixed,12,40,Don't know,Permission on part of site: Application P032421 for 6 flats and 3 houses at 5 Wedmore St approved 27.05.04. Application P052403 for 13 dwellings submitted 28.09.05 - under consideration.
2007,557000376,,AO15,531750,183250,ADJOINING LAND,FORMER STATION,1 TO 7 TORRENS STREET AND CITY ROAD,ANGEL,ISLINGTON,EC1,Islington,G. London,London,0.280,B - Vacant buildings,Transport tracks and ways,Vacant Buildings,Allocated in Local Plan,Mixed with Housing,Don't know,Mixed,11,40,Don't know,
2007,557000377,,A011 (b),530250,183250,BLOCK INCLUDING OMEGA PLACE,BETWEEN CALEDONIAN ROAD AND PENTONVILLE ROAD,NORTHDOWN STREET AND KEYSTONE CRESCENT,KINGS CROSS,ISLINGTON,N1 9BL,Islington,G. London,London,0.630,B - Vacant buildings,Vacant buildings,Vacant Buildings,Detailed Planning Permission,Housing,Yes,Housing,30,48,Don't know,Part of King's Cross Special Policy Area. UDP Rail Safeguarding area. Application P042273 for partial demolition of coach station and provision of 17 one-bdroom and 13 two-bdroom units approved 06.01.06
2007,557000379,,H120; P052909,531250,185250,,36 TO 38,DRAYTON PARK,LOWER HOLLOWAY,ISLINGTON,N5 1PB,Islington,G. London,London,0.250,B - Vacant buildings,Vacant buildings,Vacant Buildings,Detailed Planning Permission,Mixed with Housing,Don't know,Mixed,93,372,Don't know,Allocated in 2002 UDP for housing. Application P052909 for 93 housing units plus offices and leisure approved 07.03.06
2007,560000011,000217055659,,526417,177023,,LOTS ROAD POWER STATION,LOTS ROAD,,CHELSEA,SW10 0QG,Kensington and Chelsea,G. London,London,1.730,B - Vacant buildings,Energy production and distribution,Vacant Buildings,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,390,300,Private,Planning permission submitted and presently under appeal
2007,560000012,,,527009,178095,,FORMER KINGS COLLEGE,MANRESA ROAD,,CHELSEA,SW3 6LS,Kensington and Chelsea,G. London,London,0.580,B - Vacant buildings,Education,Vacant Buildings,Detailed Planning Permission,Housing,Yes,Housing,20,34,Private,
2007,560000048,000217090424,,524893,178713,OMBETER SITE,181 AND 183,WARICK ROAD,WEST KENSINGTON,,W14 8PU,Kensington and Chelsea,G. London,London,0.300,B - Vacant buildings,Post and telecommunications,Vacant Buildings,None,None,Yes,Housing,100,333,Other Public,Rumours that a planning application will be submitted in the near future.  Have been planning applications submitted for development on the site in the past
2007,560000049,000217117070,,523710,181987,,130 TO 136,BARLBY ROAD,NORTH KENSINGTON,,W10 8BL,Kensington and Chelsea,G. London,London,0.480,B - Vacant buildings,Storage,Vacant Buildings,Detailed Planning Permission,Housing,Yes,Housing,108,225,Private,
2007,560000052,000217090433,,524763,178904,TELEPHONE EXCHANGE,213 TO 215,WARWICK ROAD,WEST KENSINGTON,,W14 8PU,Kensington and Chelsea,G. London,London,0.450,B - Vacant buildings,Post and telecommunications,Vacant Buildings,None,None,Yes,Mixed,200,444,Other Public,Rumours of a planning application in the near future
2007,566000057,,,531909,171635,,LAMBETH COLLEGE,KNIGHTS HILL,,LONDON,,Lambeth,G. London,London,0.490,B - Vacant buildings,Education,Vacant Buildings,With Draft Allocation,Mixed with Housing,Yes,Mixed,40,82,Private,Site has permission for leisure center but has never been developed.
2007,566000068,,,530579,170102,WILLIAM IV PUBLIC HOUSE,417 TO 419,STREATHAM HIGH ROAD,STREATHAM,LONDON,SW16 3PF,Lambeth,G. London,London,0.350,B - Vacant buildings,Shops,Vacant Buildings,Detailed Planning Permission,Housing,Don't know,Mixed,30,86,Don't know,
2007,569000016,,,536128,178042,,FORMER JONSEN AND JORGENSON SITE,GRINSTEAD ROAD,,LONDON,,Lewisham,G. London,London,0.270,B - Vacant buildings,Manufacturing,Vacant Buildings,With Draft Allocation,Employment,Yes,Employment,16,60,Private,PARTLY USED FOR SCAFFOLDING. SUFFERED FIRE IN 2007 AND FIRE DESTROYED. ALLOCATED IN LDF PREFERRED OPTIONS DOCUMENT MAY 2007 AS MIXED USE AND EMPLOYMENT. MIX OF B CLASS AND HOUSING
2007,569000103,,,535935,178305,,FORMER RIVAL ENVELOPE COMPANY,TRUNDLEYS ROAD,,LONDON,DE8,Lewisham,G. London,London,0.580,B - Vacant buildings,INDUSTRY AND BUSINESS,Vacant Buildings,Detailed Planning Permission,Mixed with Housing,Yes,Dont't know,88,152,Private,PARTLY CONSTRUCTED EMPTY BUILDINGS. CONSTRUCTION APPEARS TO HAVE STOPPED
2007,572000047,,UDP Id 15P,526873,169625,,191 TO 193,WESTERN ROAD,MITCHAM,LONDON BOROUGH OF MERTON,CR4 3ED,Merton,G. London,London,0.510,B - Vacant buildings,Manufacturing,Vacant Buildings,Allocated in Local Plan,Employment,No,Employment,0,0,Private,DISCLAIMER Housing Capacity Figures entered into field 32 EST_HOUSING_CAPACITY are theoretical estimations only. These figures therefore do not represent the actual housing capacity of this site and should not be treated as such.
2007,572000050,,5.72202E+16,525905,171609,,ENDEAVOUR HOUSE,59 DURNSFORD ROAD,WIMBLEDON PARK,LONDON BOROUGH OF MERTON,SW19 8HG,Merton,G. London,London,0.528,B - Vacant buildings,Offices,Vacant Buildings,With Draft Allocation,Employment,No,Employment,0,0,Local Authority,DISCLAIMER Housing Capacity Figures entered into field 32 EST_HOUSING_CAPACITY are theoretical estimations only. These figures therefore do not represent the actual housing capacity of this site and should not be treated as such.
2007,572000146,,,527032,170732,,1 TO 11,HIGH STREET,COLLIERSWOOD,,SW19 2JE,Merton,G. London,London,0.270,B - Vacant buildings,RETAIL,Vacant Buildings,Outline Planning Permission,Mixed with Housing,Yes,Mixed,72,266,Don't know,Planning Permission 04/P0691 granted for mixed use devlopment of 72 flats / live work units / Class D1 or D2 use / Class A1 or A2 use
2007,575000011,,,538864,184780,,LAND AT THE REAR OF WINDMILL LANE,WINDMILL LANE,STRATFORD,LONDON,E15,Newham,G. London,London,0.500,B - Vacant buildings,Storage,Vacant Buildings,Detailed Planning Permission,Housing,Yes,Housing,148,296,Other Public,Application for redevelopment to provide 148 flats submitted 21.07.05.
2007,575000064,,,538443,183596,,LIVINGSTONE HOUSE,LIVINGSTONE STREET,STRATFORD,LONDON,E15,Newham,G. London,London,0.439,B - Vacant buildings,Manufacturing,Vacant Buildings,Detailed Planning Permission,Mixed without Housing,Yes,Mixed,100,228,Don't know,Change of use to 100 live work units
2007,578000086,,BAND2,541701,189874,PAINT FACTORY,400,RODING LANE SOUTH,,REDBRIDGE,IG8,Redbridge,G. London,London,2.330,B - Vacant buildings,Manufacturing,Vacant Buildings,Allocated in Local Plan,Employment,No,Employment,0,0,Private,
2007,578000205,,011799,541062,192272,,LAND ADJACENT TO 55,KINGS AVENUE,,WOODFORD GREEN,IG8,Redbridge,G. London,London,1.000,B - Vacant buildings,Dwellings,Vacant Buildings,Detailed Planning Permission,Housing,Yes,Housing,153,153,Private,SUITABLE FOR IMMEDIATE DEVELOPMENT
2007,578000295,,CR03,543352,188284,,BRAMLEY CRESCENT CAR PARK,BRAMLEY CRESCENT,,GANTS HILL,IG2,Redbridge,G. London,London,0.350,B - Vacant buildings,Car parks,Vacant Buildings,Detailed Planning Permission,Housing,Yes,Mixed,77,220,Local Authority,Builiding to be demolished.
2007,581000018,,,517007,170015,,FORMER SEABOARD SITE AND ADJACENT BUILDERS YARD,SANDY LANE,TEDDINGTON,TEDDINGTON,TW11,Richmond upon Thames,G. London,London,2.070,B - Vacant buildings,INDUSTRY AND BUSINESS,Vacant Buildings,Detailed Planning Permission,Mixed with Housing,Yes,Dont't know,198,96,Private,Site consisting of part vacant offices and part existing builders yard. Planning application (ref 05/2114/FUL) for new office unit/creche/nursing home and 198 flats.  Has planning permission for 06/2974 in Nov 2006. construction started.
2007,584000135,,,534680,177709,,685 TO 689,OLD KENT ROAD,,SOUTHWARK,SE15 1JS,Southwark,G. London,London,0.300,B - Vacant buildings,Shops,Vacant Buildings,Outline Planning Permission,Mixed without Housing,No,Retail,0,0,Don't know,12/00 PLANNING PERMISSION FOR PART CONVERSAION TO LIVE / WORK SPACE. - Still vacant but this is only one building and not really a brownfield site. Sitevisit not occupied as per OCT07
2007,587000050,,,529787,167313,,MORRISON CONSTRUCTION,REDHOUSE ROAD,,BEDDINGTON,CR9,Sutton,G. London,London,0.637,B - Vacant buildings,Manufacturing,Vacant Buildings,Allocated in Local Plan,Employment,No,Employment,0,0,Don't know,Buildings to the south east of site is vacant and the buildings in the centre of the site are predominantly vacant.
2007,587000056,,C2004/52017,527568,162179,,BIBRA INTERNATIONAL,WOODMANSTERNE ROAD,,CARSHALTON SOUTH AND CLOCKHOUSE,SM5 4DS,Sutton,G. London,London,0.610,B - Vacant buildings,Dwellings,Vacant Buildings,Outline Planning Permission,Mixed with Housing,Yes,Housing,38,63,Don't know,
2007,587000062,,D2005/54635 AND D2006/56209,528931,164045,CANNON HOUSE,2,MELBOURNE ROAD,,WALLINGTON NORTH,SM6 OAJ,Sutton,G. London,London,0.594,B - Vacant buildings,Offices,Vacant Buildings,Detailed Planning Permission,Mixed with Housing,Yes,Dont't know,225,380,Private,
2007,590000414,000006150066,PA/00/01167,539329,180832,LS24,HERCULES WHARF AND 44 TO 46,ORCHARD PLACE,TOWER HAMLETS,LONDON,E14,Tower Hamlets,G. London,London,0.744,B - Vacant buildings,Transport terminals and interchanges,Vacant Buildings,Allocated in Local Plan,Mixed without Housing,Don't know,Mixed,0,0,Private,PA/06/01342 Demolition of all existing buildings and structures and redevelopment to provide 41 530 Sqm. Site owned by Ballymore Property Ltd.
2007,590000418,000006058644,,537230,179394,ID17,VANGUARD WHARF,188 WESTFERRY ROAD,TOWER HAMLETS,LONDON,,Tower Hamlets,G. London,London,0.884,B - Vacant buildings,Manufacturing,Vacant Buildings,Allocated in Local Plan,Mixed with Housing,Yes,Housing,185,209,Private,Demolition of vacant sheds &erection of 17 storey building with  residential 185 units ( PA/00/01545 :PERMISSION NOW EXPIRED)
2007,590000436,000006129894,,534280,183216,C4,FORMER QUEEN ELIZABETH HOSPITAL,335 HACKNEY ROAD,BETHNAL GREEN TOWER HAMLETS,LONDON,E2,Tower Hamlets,G. London,London,0.576,B - Vacant buildings,RESIDENTIAL,Vacant Buildings,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,43,75,Private,PA/00/01655 withdrawn by applicant.
2007,590000442,000006129553,PA/00/01827,537924,180963,C26,POPLAR BATHS,EAST INDIA DOCK ROAD,POPLAR,LONDON,E14 0EH,Tower Hamlets,G. London,London,0.205,B - Vacant buildings,RECREATION AND LEISURE,Vacant Buildings,Allocated in Local Plan,Other,No,Other,0,0,Local Authority,UDP site 57 recreation and or leisure- Site has been derelict for more than 11 years. However some of the building is used for short term community use. Listed building.
2007,590000547,000006151707,,536763,181148,,769 TO 785,COMMERCIAL ROAD,STEPNEY TOWER HAMLETS,LONDON,,Tower Hamlets,G. London,London,0.274,B - Vacant buildings,INDUSTRY AND BUSINESS,Vacant Buildings,None,None,Yes,Dont't know,115,420,Private,( PA/06/02313 WITHDRAWN) Demolition of building &  refurbishment & conversion of the existing building & erection of two 6 storey buildings with parking  to create 121 residential units together with offices (B1) and retail accommodation (A1).
2007,590000664,,PA/07/02108,534074,181198,CF12A,GOODMANS FIELDS,LEMAN STREET AND ALIE STREET AND GOWERS STREET,TOWER HAMLETS,LONDON,,Tower Hamlets,G. London,London,3.870,B - Vacant buildings,RESIDENTIAL,Vacant Buildings,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,747,193,Private,Scoping opinion plannning application. Development of approx. 139 500 sq m comprising about 1500 units with a hotel: student accommodation and other commercial/community activities. Allocated in local plan.
2007,590000668,,PA/06/00510,533953,181316,CF12C,ALDGATE UNION 3 AND 4,WHITECHAPEL STREET BUCKLE STREET AND BRAHAM STREET,TOWER HAMLETS,LONDON,,Tower Hamlets,G. London,London,0.950,B - Vacant buildings,RETAIL,Vacant Buildings,Allocated in Local Plan,Mixed without Housing,Don't know,Mixed,0,0,Private,Demolition of buildings & redevelopment of 3 buildings ranging from 4 to 22 storeys to provide 84305sq.m. of (B1) and 2805sq.m retail (A1):pedestrian route to Drum Street: entrance to Aldgate East Station:car park for 40 vehicles & accommodation.
2007,590000698,,,533692,182978,CF37,LAND AT PELTER STREET AND DISS STREET,DISS STREET,TOWER STREET,LONDON,,Tower Hamlets,G. London,London,0.330,B - Vacant buildings,Manufacturing,Vacant Buildings,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,53,161,Private,Building & Land in disrepair. Preferred use : Residential C3 and Employment B1.
2007,590000745,,PA/05/00233,533536,181712,SITE AT NORTH WEST OF ARTILLERY STREET,50,CRISPIN STREET,TOWER HAMLETS,LONDON,E1 6HQ,Tower Hamlets,G. London,London,0.250,B - Vacant buildings,Vacant buildings,Vacant Buildings,PP subject to further legal agreement ,Housing,Yes,Housing,326,1304,Private,Approval of details application. Repairs to the buildings & redevelopment of the site to provide student accommodation comprising ( 12 X 1 bed flats- 26 studio flats & 328 bedrooms with ancillary facilities). Previous NLUD ref 590000024
2007,590000769,,,533821,182465,CF24,FOXES YARD,105 BETHNAL GREEN ROAD,TOWER HAMLETS,LONDON, E2 7DL,Tower Hamlets,G. London,London,0.160,B - Vacant buildings,Vacant buildings,Vacant Buildings,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,24,150,Private,Preferred use: employment and residential.
2007,593000001,,34131660000350000,535963,189788,,49 TO 53,SUTHERLAND ROAD,WALTHAMSTOW,,E17 0BN,Waltham Forest,G. London,London,0.420,B - Vacant buildings,Manufacturing,Vacant Buildings,Allocated in Local Plan,Employment,No,Employment,0,0,Private,BUILDINGS IN POOR CONDITION - within BEA05 in 2006 UDP - IN AREA WITH OBJECTIVE TWO FUNDING - POOR ACCESS FOR VEHICLES - no evidence of marketing of site - new road proposal
2007,593000221,,,536988,187426,,256,CHURCH ROAD AND 21 MILLICENT ROAD,LEYTON,,E10,Waltham Forest,G. London,London,0.320,B - Vacant buildings,Manufacturing,Vacant Buildings,Allocated in Local Plan,Employment,No,Employment,0,0,Private,Planning permssion 2004/0741/out for redevelopment to form a health centre approved.
2007,593000225,,,537240,189309,FORMER EMD CINEMA,186,HOE STREET,WALTHAMSTOW,,E17,Waltham Forest,G. London,London,0.280,B - Vacant buildings,RECREATION AND LEISURE,Vacant Buildings,Allocated in Local Plan,Other,No,Other,0,0,Private,Former cinema - planning permission for COU to place of worship refused. Appeal dismissed. For sale
2007,596000349,,2004/3815,527407,176381,,2C,STANMER STREET,,LONDON,SW11 3EG,Wandsworth,G. London,London,0.004,B - Vacant buildings,Dwellings,Vacant Buildings,Detailed Planning Permission,Housing,Yes,Housing,1,250,Private,
2007,596000423,,DB2,526306,175302,,ELTRINGHAM SCHOOL SITE,ELTRINGHAM STREET,,LONDON,SW18,Wandsworth,G. London,London,0.637,B - Vacant buildings,Education,Vacant Buildings,Allocated in Local Plan,Housing,Yes,Housing,30,47,Don't know,
2007,596000447,,2005/3838,527233,175804,,101,FALCON ROAD,LATCHMERE,LONDON,SW11 2PF,Wandsworth,G. London,London,0.007,B - Vacant buildings,Offices,Vacant Buildings,Detailed Planning Permission,Housing,Yes,Mixed,2,286,Private,
2007,596000499,,2002/3721,526348,171854,,LAND ADJOINING 62,WIMBLEDON ROAD,EARLSFIELD,LONDON,SW17 0UJ,Wandsworth,G. London,London,0.005,B - Vacant buildings,Vacant buildings,Vacant Buildings,None,None,Yes,Housing,1,200,Private,
2007,596000523,,2005/1452,528208,175704,,100,LAVENDER HILL,SHAFTESBURY,LONDON,SW11 5RE,Wandsworth,G. London,London,0.048,B - Vacant buildings,Medical and health care services,Vacant Buildings,None,None,Yes,Housing,10,208,Private,
2007,596000547,,2001/1278,526628,175839,,110,YORK ROAD,ST MARYS PARK,LONDON,SW11,Wandsworth,G. London,London,0.050,B - Vacant buildings,Manufacturing,Vacant Buildings,None,None,Don't know,Mixed,0,0,Private,PF 2001/1278 Now Expired - No New applications for this site
2007,596000555,,2002/5292,525151,175277,94,GHILLIES,POINT PLEASANT,THAMESFIELD,LONDON,SW18,Wandsworth,G. London,London,0.019,B - Vacant buildings,Restaurants and cafes,Vacant Buildings,Detailed Planning Permission,Mixed without Housing,Don't know,Mixed,0,0,Private,
2007,596000604,,2006/4373,527266,172920,,LAND REAR OF 84 86,BRODRICK ROAD,WANDSWORTH COMMON,LONDON,SW17 7DY,Wandsworth,G. London,London,0.020,B - Vacant buildings,Vacant buildings,Vacant Buildings,Detailed Planning Permission,Housing,Yes,Housing,1,50,Private,
2007,596000606,,2005/3567,527789,174558,UNITS 1 TO 6,143,CHATHAM ROAD,NORTHCOTE,LONDON,SW11 6HJ,Wandsworth,G. London,London,0.043,B - Vacant buildings,Vacant buildings,Vacant Buildings,Detailed Planning Permission,Mixed with Housing,Yes,Housing,1,200,Private,
2007,596000609,,2006/5112,523114,175218,,LAND REAR OF 1 TO 3,COLINETTE ROAD,,LONDON,SW15 6QG,Wandsworth,G. London,London,0.059,B - Vacant buildings,Vacant buildings,Vacant Buildings,Detailed Planning Permission,Housing,Yes,Housing,2,34,Private,
2007,596000626,,2006/5640,528183,172317,FORMER PETROL STATION,25,TOOTING BEC ROAD,BEDFORD,LONDON,SW17 8BS,Wandsworth,G. London,London,0.109,B - Vacant buildings,Shops,Vacant Buildings,Detailed Planning Permission,Mixed with Housing,Yes,Mixed,12,152,Private,
2007,596000630,,2006/3286,525348,174690,,130 TO 132,WANDSWORTH HIGH STREET,FAIRFIELD,LONDON,SW18 4JP,Wandsworth,G. London,London,0.016,B - Vacant buildings,Offices,Vacant Buildings,Detailed Planning Permission,Mixed with Housing,Yes,Mixed,7,636,Private,
2007,596000633,,2006/2885,527998,175748,,GARAGES BETWEEN 36 AND 48,GLYCENA ROAD,SHAFTSBURY,LONDON,SW11 5TR,Wandsworth,G. London,London,0.047,B - Vacant buildings,Vacant buildings,Vacant Buildings,Outline Planning Permission,Housing,Yes,Housing,5,106,Local Authority,
2007,596000635,,2006/2866,523136,175950,,FORMER PUTNEY HOSPITAL,LOWER RICHMOND ROAD,THAMESFIELD,LONDON,SW15,Wandsworth,G. London,London,1.052,B - Vacant buildings,Residential institutions,Vacant Buildings,PP subject to further legal agreement ,Mixed with Housing,Yes,Mixed,24,92,Other Public,
2007,596000637,,2006/6020,526996,175190,THE PLOUGH,89 TO 91,ST JOHNS HILL,FAIRFIELD,LONDON,SW11 1SY,Wandsworth,G. London,London,0.088,B - Vacant buildings,Public houses and bars,Vacant Buildings,PP subject to further legal agreement ,Mixed with Housing,Yes,Mixed,15,227,Private,
2007,596000651,,2007/0188,529274,170938,,GARAGES BETWEEN 8 AND 10,PENRITH STREET,NIGHTINGALE,LONDON,SW16 6DW,Wandsworth,G. London,London,0.046,B - Vacant buildings,Vacant buildings,Vacant Buildings,None,None,Yes,Housing,8,174,Private,
2007,596000658,,2007/0917,527133,173589,GARAGE REAR OF,269,TRINTIY ROAD,WANDSWORTH COMMON,LONDON,SW17 3SN,Wandsworth,G. London,London,0.009,B - Vacant buildings,Vacant buildings,Vacant Buildings,None,None,Yes,Housing,1,111,Private,
2007,599000141,999000056812,Crossrail Bond Street Station (Eastern Ticket Hall,528843,181085,,18 TO 19,HANOVER SQUARE,,LONDON,W1S1HX,Westminster,G. London,London,0.200,B - Vacant buildings,Offices,Vacant Buildings,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,15,200,Private,
2007,506000008,100100440,,544858,185142,,BARKING OPEN AIR POOL,LONGBRIDGE ROAD,,BARKING,IG11,Barking and Dagenham,London,London,0.620,A - Previously developed land now vacant,Indoor sports facilities,Vacant Land,Allocated in Local Plan,Other,No,Other,0,0,Local Authority,Former open air swimming pool within Metropolitan Open Land. Application for public house/restaurant (00/00205/FUL) refused 28.11.00 and subsequent appeal against refusal withdrawn 11.10.01
2007,506000053,,,548254,189844,,LAND AT,KINGSTON CLOSE,,ROMFORD,RM6,Barking and Dagenham,London,London,3.484,A - Previously developed land now vacant,Vacant land,Vacant Land,Detailed Planning Permission,Other,No,Other,0,0,Local Authority,FORMER SCHOOL PLAYING FIELD CLASSIFIED AS CONTAMINATED 13/08/2003 Decision on Planning App 03/00358/REG3 granted for extension of cemetery- not started Oct 07
2007,506000070,,,547955,187071,,FORMER COLLEGE ANNEX AND LYMINGTON FIELD,LYMINGTON ROAD,,DAGENHAM,RM8,Barking and Dagenham,London,London,12.880,A - Previously developed land now vacant,Education,Vacant Land,Outline Planning Permission,Mixed with Housing,Yes,Mixed,700,80,Other Public,App No 03/00299/OUT - granted 18.06.03.  Condition requires that residential density should be minimum 80 u/ha.  Open space/school will cover at least 3.2 ha; remainder of site for residential.  Implied number of residential units calculated on this basis
2007,506000100,,01/00838/pre,546599,185838,ROBIN HOOD PH,807 TO 829,LONGBRIDGE ROAD,,DAGENHAM,RM8 2DB,Barking and Dagenham,London,London,0.410,A - Previously developed land now vacant,Public houses and bars,Vacant Land,None,None,Don't know,Dont't know,0,0,Don't know,Former Robin Hood PH demolished.  New pre application enquirey for Lidl store and flats above.
2007,506000104,,,547516,182598,,BARKING RIVERSIDE,RENWICK ROAD,BARKING RIVERSIDE,BARKING,,Barking and Dagenham,London,London,80.560,A - Previously developed land now vacant,Refuse disposal,Vacant Land,Outline Planning Permission,Other,Don't know,Dont't know,0,0,Don't know,Current Outline Application For 10800 Residential Units.  NB Data could not be entered on 'Land Use And Planning Details' page as values too large
2007,509000129,,UDP - H10,526455,196510,,NEW BARNET GAS WORKS,ALBERT ROAD,EAST BARNET,,,Barnet,London,London,4.900,A - Previously developed land now vacant,Manufacturing,Vacant Land,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,250,51,Private,
2007,512000038,,C1774,546218,174572,,FORMER WOODMAN SERVICE STATION,WESTWOOD LANE,,SIDCUP,DA15 9PT,Bexley,London,London,0.125,A - Previously developed land now vacant,Unknown,Vacant Land,Outline Planning Permission,Retail,Don't know,Dont't know,0,0,Private,A1 USE
2007,512000040,,,551265,178099,,FORMER WALNUT TREE DEPOT SITE,STONEWOOD ROAD,,ERITH,DA8 1RS,Bexley,London,London,0.680,A - Previously developed land now vacant,Storage,Vacant Land,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,20,29,Local Authority,EXISTING PLANNING BRIEF TO BE REVISED
2007,512000044,,,551264,174589,,ADJACENT LAND WEST OF TANNERS WORKS,MAXIM ROAD,,CRAYFORD,,Bexley,London,London,1.000,A - Previously developed land now vacant,Manufacturing,Vacant Land,Allocated in Local Plan,Mixed without Housing,Don't know,Mixed,0,0,Private,THIS SITE AND SITE 512000043 ARE ADJACENT SITES
2007,512000045,,,547194,170454,,CORNER OF EDGINGTON WAY,POWERSCROFT ROAD,,FOOTS CRAY,,Bexley,London,London,2.300,A - Previously developed land now vacant,Manufacturing,Vacant Land,Allocated in Local Plan,Employment,No,Employment,0,0,Private,
2007,512000060,,03/01086/FUL,549461,179205,,LAND ADJACENT BELVEDERE RAILWAY STATION,STATION ROAD,,BELVEDERE,,Bexley,London,London,0.150,A - Previously developed land now vacant,Manufacturing,Vacant Land,None,None,Don't know,Employment,0,0,Private,Permission refused for change of use from coal yard to B8 storage.
2007,512000061,,97/00354/OUT02,549719,179768,,NORMAN PARK BETWEEN YARNTON WAY AND,PICARDY MANORWAY,,BELVEDERE,,Bexley,London,London,4.800,A - Previously developed land now vacant,RESIDENTIAL,Vacant Land,Detailed Planning Permission,Mixed without Housing,Don't know,Mixed,0,0,Private,Hotel -retail unit-leisure-petrol station-office-light industrial units
2007,512000091,,05/01738/FULM,547447,170900,,MP AUTOS LTD,FOOTS CRAY HIGH STREET,,SIDCUP,DA14 5HN,Bexley,London,London,0.210,A - Previously developed land now vacant,RETAIL,Vacant Land,PP subject to further legal agreement ,Housing,Yes,Housing,41,195,Private,
2007,515000389,,202054757/ 202143744,518308,187193,CARPARKING AND BUSINESS,210 TO 230 REAR,PRESTON ROAD,KENTON HARROW,LONDON,HA9,Brent,London,London,0.290,A - Previously developed land now vacant,Manufacturing,Vacant Land,None,None,Don't know,Dont't know,0,0,Private,AFFORDABLE HOUSING RELEASE POLICY APPLIES
2007,515000525,,,521300,184969,,LAND BETWEEN TRACK AND END OF RAILWAY LINE,NEAR TO GREAT CENTRAL WAY LYNTON CLOSE,NEASDEN,LONDON,NW10,Brent,London,London,0.620,A - Previously developed land now vacant,Transport tracks and ways,Vacant Land,None,None,No,Employment,0,0,Private,Constraints - within a UDP strategic employment area
